"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0007346","regulation of mitotic cell cycle","39/657","478/18800",8.88514858345359e-07,5.1644926141324e-05,4.60105208809834e-05,"NEK2/FOXA1/CHMP4C/UBE2C/TP73/MUC1/DLGAP5/PTPN3/BMP7/CENPF/TTK/CDK1/CKS2/MKI67/UBD/STOX1/E2F7/ZWINT/BUB1/DTL/CCNB1/CDT1/OVOL1/MAD2L1/BUB1B/CDCA2/FGF8/RRM2/EZH2/PLCB1/TRIP13/GTSE1/TOM1L1/ANLN/TICRR/CDC25C/NUSAP1/KCNH5/PLK1",39
"BP","GO:0030071","regulation of mitotic metaphase/anaphase transition","12/657","60/18800",9.03042703117757e-07,5.17703248294221e-05,4.61222387086243e-05,"UBE2C/DLGAP5/CENPF/TTK/ZWINT/BUB1/CCNB1/CDT1/MAD2L1/BUB1B/TRIP13/PLK1",12
"BP","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","12/657","62/18800",1.30774442830362e-06,7.32224494586647e-05,6.52339598774044e-05,"UBE2C/DLGAP5/CENPF/TTK/ZWINT/BUB1/CCNB1/CDT1/MAD2L1/BUB1B/TRIP13/PLK1",12
"BP","GO:0051304","chromosome separation","15/657","97/18800",1.312230277037e-06,7.32224494586647e-05,6.52339598774044e-05,"MAPK15/UBE2C/DLGAP5/CENPF/TTK/TOP2A/ZWINT/BUB1/CCNB1/CDT1/MAD2L1/BUB1B/PTTG1/TRIP13/PLK1",15
"BP","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","10/657","42/18800",1.35709841208061e-06,7.47296954547021e-05,6.65767669749241e-05,"CENPF/TTK/ZWINT/BUB1/CCNB1/CDT1/MAD2L1/BUB1B/TRIP13/PLK1",10
"BP","GO:0001838","embryonic epithelial tube formation","17/657","124/18800",1.49265632596667e-06,8.11268405736431e-05,7.22759905204915e-05,"GRHL2/SIX1/OVOL2/PAX8/SPINT1/SOX9/ST14/BMP7/SPINT2/CELSR1/COBL/LRP2/HNF1B/SHROOM3/FZD6/GRHL3/SIX4",17
"BP","GO:0044772","mitotic cell cycle phase transition","36/657","440/18800",2.19623155704267e-06,0.000117836270079789,0.000104980461201689,"CHMP4C/UBE2C/MUC1/CCNB2/DLGAP5/CENPF/MELK/TTK/CDK1/FOXM1/CKS2/UBD/STOX1/E2F7/ZWINT/BUB1/DTL/CCNB1/CDT1/MAD2L1/BUB1B/RRM2/CCNE1/EZH2/PLCB1/TRIP13/GTSE1/RBBP8/CCNA1/CCNO/ANLN/TICRR/TPD52L1/CDC25C/KCNH5/PLK1",36
"BP","GO:2001053","regulation of mesenchymal cell apoptotic process","6/657","13/18800",2.47688025110672e-06,0.000131211947479514,0.000116896866747768,"MSX1/MSX2/PAX8/SOX9/BMP7/HNF1B",6
"BP","GO:0003341","cilium movement","21/657","187/18800",2.5523278929595e-06,0.000133518652900444,0.000118951913116612,"ENKUR/ROPN1L/ZMYND10/DEFB1/DNAAF1/TTC29/CCDC65/SPA17/DNAH11/CAMSAP3/TEKT1/SPEF1/TEKT2/SPAG17/CELSR2/DNAH5/KIF9/GAS2L2/DNAH9/DNAI1/SPEF2",21
"BP","GO:0007051","spindle organization","21/657","188/18800",2.78099142303324e-06,0.000143684556856717,0.000128008728010185,"NEK2/CHMP4C/MAPK15/CCNB2/DLGAP5/TACC2/KIF4A/AUNIP/TTK/NUF2/CDC20/TPX2/CCNB1/MYBL2/KIFC1/KIF15/GOLGA2P5/ASPM/EZR/SPAG5/PLK1",21
"BP","GO:0030326","embryonic limb morphogenesis","16/657","119/18800",3.91731518264703e-06,0.000197517639028649,0.000175968679479211,"GRHL2/MSX1/TFAP2A/MSX2/DLX5/DLX6/FREM2/BMP7/IHH/CRABP2/SP8/FRAS1/FGF8/DKK1/FZD6/FGF9",16
"BP","GO:0035113","embryonic appendage morphogenesis","16/657","119/18800",3.91731518264703e-06,0.000197517639028649,0.000175968679479211,"GRHL2/MSX1/TFAP2A/MSX2/DLX5/DLX6/FREM2/BMP7/IHH/CRABP2/SP8/FRAS1/FGF8/DKK1/FZD6/FGF9",16
"BP","GO:0001657","ureteric bud development","14/657","94/18800",4.65162459918358e-06,0.000231750582709325,0.000206466846244464,"EPCAM/FGFR2/SIX1/FOXJ1/PAX8/SOX9/TACSTD2/EYA1/BMP7/ARG2/HOXB7/HNF1B/FGF8/SIX4",14
"BP","GO:0072163","mesonephric epithelium development","14/657","95/18800",5.283041291877e-06,0.000255194539151055,0.000227353092541794,"EPCAM/FGFR2/SIX1/FOXJ1/PAX8/SOX9/TACSTD2/EYA1/BMP7/ARG2/HOXB7/HNF1B/FGF8/SIX4",14
"BP","GO:0072164","mesonephric tubule development","14/657","95/18800",5.283041291877e-06,0.000255194539151055,0.000227353092541794,"EPCAM/FGFR2/SIX1/FOXJ1/PAX8/SOX9/TACSTD2/EYA1/BMP7/ARG2/HOXB7/HNF1B/FGF8/SIX4",14
"BP","GO:0050891","multicellular organismal water homeostasis","11/657","59/18800",5.30511945188574e-06,0.000255194539151055,0.000227353092541794,"KRT16/ATP6V1B1/GRHL1/SCNN1A/CLDN4/MYO5B/ABCA12/SCNN1G/SFN/GRHL3/FLG",11
"BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","18/657","151/18800",5.68634393731848e-06,0.000270424424746339,0.000240921414186388,"NEK2/CHMP4C/DLGAP5/TACC2/KIF4A/TTK/NUF2/CDC20/TPX2/CCNB1/MYBL2/KIFC1/KIF15/MAD2L1/PAX6/ANKFN1/NUSAP1/PLK1",18
"BP","GO:0001708","cell fate specification","14/657","96/18800",5.98941404262557e-06,0.000281573457114745,0.000250854099251821,"SIX1/EYA2/ESRP1/FOXA1/SOX9/EYA1/SOX17/TBX20/POU5F1/IHH/HNF1B/GSC/PAX6/DKK1",14
"BP","GO:0022612","gland morphogenesis","16/657","123/18800",6.05534316375796e-06,0.000281573457114745,0.000250854099251821,"FGFR2/ELF3/MSX2/BSX/FOXA1/SOX9/SERPINB5/ESR1/EDAR/BMP7/CEACAM1/FGF8/PAX6/HPN/XBP1/CRIP1",16
"BP","GO:0097152","mesenchymal cell apoptotic process","6/657","15/18800",6.80350678917761e-06,0.000311627534220146,0.000277629309239202,"MSX1/MSX2/PAX8/SOX9/BMP7/HNF1B",6
"BP","GO:0048754","branching morphogenesis of an epithelial tube","18/657","153/18800",6.85059334486343e-06,0.000311627534220146,0.000277629309239202,"FGFR2/SIX1/MSX2/PAX8/FOXA1/SOX9/TACSTD2/EYA1/ESR1/TBX20/BMP7/IHH/CELSR1/HOXB7/HNF1B/FGF8/SEMA3E/SIX4",18
"BP","GO:0051321","meiotic cell cycle","25/657","266/18800",7.54849594875622e-06,0.00033968231769403,0.000302623346355343,"MSX1/NEK2/MSX2/RSPH1/MAPK15/CCNB2/TTK/CKS2/TOP2A/NUF2/CDC20/BUB1/XRCC2/OVOL1/BUB1B/REC8/PTTG1/CCNE1/ASPM/PLCB1/TRIP13/RBBP8/CCNA1/CDC25C/PLK1",25
"BP","GO:0072073","kidney epithelium development","17/657","140/18800",8.01967689822156e-06,0.000357046253394226,0.000318092895559919,"EPCAM/FGFR2/SIX1/FOXJ1/PAX8/PROM1/SOX9/TACSTD2/EYA1/BMP7/PODXL/ARG2/HOXB7/EPHA7/HNF1B/FGF8/SIX4",17
"BP","GO:0001823","mesonephros development","14/657","99/18800",8.6374023950928e-06,0.000380500305510141,0.000338988136104362,"EPCAM/FGFR2/SIX1/FOXJ1/PAX8/SOX9/TACSTD2/EYA1/BMP7/ARG2/HOXB7/HNF1B/FGF8/SIX4",14
"BP","GO:0051445","regulation of meiotic cell cycle","10/657","51/18800",8.87410172501433e-06,0.000382867172362732,0.00034109678035812,"MSX1/MSX2/MAPK15/TTK/CDC20/OVOL1/ASPM/PLCB1/TRIP13/CDC25C",10
"BP","GO:0060688","regulation of morphogenesis of a branching structure","10/657","51/18800",8.87410172501433e-06,0.000382867172362732,0.00034109678035812,"FGFR2/SIX1/PAX8/SOX9/TACSTD2/ESR1/BMP7/HOXB7/BCL11A/SIX4",10
"BP","GO:0007605","sensory perception of sound","18/657","156/18800",9.00067363080652e-06,0.000384365501478829,0.000342431643397601,"TFAP2A/SIX1/MYH14/MYO3B/ATP6V1B1/HOMER2/ESPN/PKHD1L1/MARVELD2/EYA1/LRP2/SLC52A3/ATP2B2/GJB6/BIRC5/HPN/TMPRSS3/COL2A1",18
"BP","GO:0003351","epithelial cilium movement involved in extracellular fluid movement","9/657","41/18800",9.46131121199683e-06,0.000399955428507139,0.000356320726346547,"ROPN1L/DNAAF1/SPA17/DNAH11/SPAG17/DNAH5/DNAH9/DNAI1/SPEF2",9
"BP","GO:0007018","microtubule-based movement","32/657","395/18800",9.82597252523235e-06,0.000407792809366012,0.000363303057479573,"ENKUR/ROPN1L/ZMYND10/DEFB1/DNAAF1/TTC29/DNAH12/KIF13A/CCDC65/SPA17/DLGAP5/KIF1A/DNAH11/KIF4A/CAMSAP3/TEKT1/DNAH10/SPEF1/DYNLRB2/MAK/TEKT2/SPAG17/CELSR2/DNAH5/KIFC1/KIF15/KIF9/GAS2L2/DNAH9/DNAI1/SPEF2/KIF12",32
"BP","GO:0030856","regulation of epithelial cell differentiation","18/657","157/18800",9.84159468242943e-06,0.000407792809366012,0.000363303057479573,"GRHL2/ESRP1/FOXJ1/ETV4/OVOL2/MSX2/PAX8/PROM1/SOX9/GRHL1/CEACAM1/SULT2B1/ABCA12/F11R/SFN/PAX6/EZH2/PLCB1",18
"BP","GO:0042303","molting cycle","15/657","114/18800",1.02141746187099e-05,0.000415012823100009,0.000369735375569448,"DKK4/KRT16/KRT14/FGFR2/MSX2/SOX9/KRT17/EDAR/LGR5/MPZL3/SPINK5/DKK1/FZD6/DSG4/FOXQ1",15
"BP","GO:0042633","hair cycle","15/657","114/18800",1.02141746187099e-05,0.000415012823100009,0.000369735375569448,"DKK4/KRT16/KRT14/FGFR2/MSX2/SOX9/KRT17/EDAR/LGR5/MPZL3/SPINK5/DKK1/FZD6/DSG4/FOXQ1",15
"BP","GO:0045216","cell-cell junction organization","21/657","205/18800",1.0866952202331e-05,0.0004372903362188,0.000389582436241461,"GRHL2/CXADR/PKP3/DSP/CLDN7/OCLN/GRHL1/UGT8/MARVELD2/ILDR1/CLDN4/CDH1/CAMSAP3/CDHR3/CLDN3/POF1B/F11R/GJB6/CD9/PERP/PARD6B",21
"BP","GO:0071600","otic vesicle morphogenesis","5/657","10/18800",1.11801988034063e-05,0.000445610780878624,0.000396995129440253,"FGFR2/SOX9/EYA1/STOX1/FGF8",5
"BP","GO:0007093","mitotic cell cycle checkpoint signaling","16/657","130/18800",1.23991458598013e-05,0.000489532315313853,0.000436124872248423,"CHMP4C/MUC1/CENPF/TTK/CDK1/ZWINT/BUB1/DTL/CCNB1/CDT1/MAD2L1/BUB1B/TRIP13/GTSE1/TICRR/PLK1",16
"BP","GO:1903046","meiotic cell cycle process","21/657","207/18800",1.26165617201847e-05,0.000493460848588533,0.000439624806816471,"MSX1/MSX2/MAPK15/CCNB2/TTK/CKS2/TOP2A/NUF2/CDC20/BUB1/OVOL1/BUB1B/REC8/PTTG1/CCNE1/ASPM/PLCB1/TRIP13/CCNA1/CDC25C/PLK1",21
"BP","GO:0003382","epithelial cell morphogenesis","8/657","33/18800",1.36402457332149e-05,0.000528559522162079,0.000470894253285062,"GRHL2/RAB25/ST14/IHH/SPINT2/DACT2/CLDN3/POF1B",8
"BP","GO:0045682","regulation of epidermis development","11/657","65/18800",1.40290426529092e-05,0.000538638013783717,0.000479873192434616,"GRHL2/ESRP1/ETV4/OVOL2/MSX2/GRHL1/KRT10/SULT2B1/ABCA12/SFN/EZH2",11
"BP","GO:0022600","digestive system process","14/657","104/18800",1.53930320469435e-05,0.000585634901058715,0.000521742770433243,"TFF3/SLC26A7/AQP5/MUC6/SOX9/KCNN4/MUC13/PLS1/F11R/GCNT3/SLC5A1/MUC4/EZR/NPSR1",14
"BP","GO:0030104","water homeostasis","11/657","66/18800",1.63102387000332e-05,0.000614940080717466,0.00054785078687072,"KRT16/ATP6V1B1/GRHL1/SCNN1A/CLDN4/MYO5B/ABCA12/SCNN1G/SFN/GRHL3/FLG",11
"BP","GO:0061436","establishment of skin barrier","7/657","25/18800",1.71005073394011e-05,0.000638978778708873,0.000569266889061644,"KRT16/GRHL1/CLDN4/ABCA12/SFN/GRHL3/FLG",7
"BP","GO:0006858","extracellular transport","9/657","44/18800",1.7434134866003e-05,0.000645680127559493,0.00057523712804269,"ROPN1L/DNAAF1/SPA17/DNAH11/SPAG17/DNAH5/DNAH9/DNAI1/SPEF2",9
"BP","GO:0060602","branch elongation of an epithelium","6/657","18/18800",2.30660858691557e-05,0.000846768152301898,0.000754386668038313,"FGFR2/SIX1/SOX9/ESR1/HNF1B/SIX4",6
"BP","GO:0007586","digestion","16/657","137/18800",2.40939963331683e-05,0.000876811953515735,0.000781152723222721,"TFF3/SLC26A7/AQP5/MUC6/SOX9/AKR1C2/KCNN4/MUC13/PLS1/F11R/GCNT3/SLC5A1/CAPN8/MUC4/EZR/NPSR1",16
"BP","GO:1901990","regulation of mitotic cell cycle phase transition","27/657","321/18800",2.49674122899675e-05,0.000900763969254431,0.000802491600100408,"CHMP4C/UBE2C/MUC1/DLGAP5/CENPF/TTK/CDK1/UBD/STOX1/E2F7/ZWINT/BUB1/DTL/CCNB1/CDT1/MAD2L1/BUB1B/RRM2/EZH2/PLCB1/TRIP13/GTSE1/ANLN/TICRR/CDC25C/KCNH5/PLK1",27
"BP","GO:0045930","negative regulation of mitotic cell cycle","22/657","234/18800",2.61223998709241e-05,0.000934378149229208,0.000832438509606956,"CHMP4C/MUC1/PTPN3/BMP7/CENPF/TTK/CDK1/E2F7/ZWINT/BUB1/DTL/CCNB1/CDT1/OVOL1/MAD2L1/BUB1B/EZH2/TRIP13/GTSE1/TOM1L1/TICRR/PLK1",22
"BP","GO:0021915","neural tube development","17/657","154/18800",2.83491184757004e-05,0.00100543271882039,0.000895741102952103,"GRHL2/OVOL2/FOXA1/SPINT1/ST14/SOX17/BMP7/SPINT2/CELSR1/COBL/LRP2/SHROOM3/FGF8/GSC/PAX6/FZD6/GRHL3",17
"BP","GO:0045604","regulation of epidermal cell differentiation","10/657","58/18800",2.90782712564403e-05,0.00102262659838826,0.000911059148963393,"GRHL2/ESRP1/ETV4/OVOL2/MSX2/GRHL1/SULT2B1/ABCA12/SFN/EZH2",10
"BP","GO:0044771","meiotic cell cycle phase transition","5/657","12/18800",3.31444461357632e-05,0.00115591255898474,0.00102980375625327,"MAPK15/CCNB2/TTK/OVOL1/CDC25C",5
"BP","GO:0140013","meiotic nuclear division","19/657","188/18800",3.40783684537603e-05,0.00117866092544617,0.00105007030068046,"MSX1/MSX2/MAPK15/CCNB2/TTK/CKS2/TOP2A/NUF2/CDC20/BUB1/BUB1B/REC8/PTTG1/CCNE1/ASPM/PLCB1/TRIP13/CCNA1/PLK1",19
"BP","GO:0060512","prostate gland morphogenesis","7/657","28/18800",3.84439530670565e-05,0.0013187536359478,0.00117487904886552,"FGFR2/FOXA1/SOX9/SERPINB5/ESR1/BMP7/CRIP1",7
"BP","GO:0070286","axonemal dynein complex assembly","8/657","38/18800",4.11752364727136e-05,0.00140096231413257,0.00124811884969064,"ZMYND10/DNAAF1/CCDC65/DNAAF3/TEKT2/DNAH5/SPAG1/DNAI1",8
"BP","GO:0033561","regulation of water loss via skin","7/657","29/18800",4.91578211181475e-05,0.00165907646273748,0.00147807302547096,"KRT16/GRHL1/CLDN4/ABCA12/SFN/GRHL3/FLG",7
"BP","GO:0050954","sensory perception of mechanical stimulus","18/657","177/18800",5.01506535480222e-05,0.00167904388078778,0.00149586201993343,"TFAP2A/SIX1/MYH14/MYO3B/ATP6V1B1/HOMER2/ESPN/PKHD1L1/MARVELD2/EYA1/LRP2/SLC52A3/ATP2B2/GJB6/BIRC5/HPN/TMPRSS3/COL2A1",18
"BP","GO:0032530","regulation of microvillus organization","5/657","13/18800",5.23116748136735e-05,0.00172381385114349,0.00153574763522612,"KLF5/PODXL/RAP1GAP/PLS1/EZR",5
"BP","GO:0060670","branching involved in labyrinthine layer morphogenesis","5/657","13/18800",5.23116748136735e-05,0.00172381385114349,0.00153574763522612,"GRHL2/FGFR2/SPINT1/ST14/SPINT2",5
"BP","GO:0001942","hair follicle development","12/657","89/18800",6.08266122270392e-05,0.00197332846643534,0.00175804047742287,"DKK4/FGFR2/MSX2/SOX9/KRT17/EDAR/LGR5/SPINK5/DKK1/FZD6/DSG4/FOXQ1",12
"BP","GO:2001251","negative regulation of chromosome organization","12/657","89/18800",6.08266122270392e-05,0.00197332846643534,0.00175804047742287,"CENPF/TTK/TOP2A/ZWINT/BUB1/CCNB1/CDT1/MAD2L1/BUB1B/PTTG1/TRIP13/PLK1",12
"BP","GO:0090189","regulation of branching involved in ureteric bud morphogenesis","6/657","21/18800",6.16401242681047e-05,0.00198433784663091,0.0017678487462156,"SIX1/PAX8/SOX9/TACSTD2/HOXB7/SIX4",6
"BP","GO:0009952","anterior/posterior pattern specification","20/657","214/18800",6.53113453455535e-05,0.00208647313184077,0.00185884118291644,"MSX1/MSX2/HOXB9/HOXB5/HOXB6/HOXB8/SOX17/HOXB4/COBL/EMX2/CDX2/HOXA9/CELSR2/HOXB7/XRCC2/HNF1B/FGF8/PAX6/DKK1/HOXB2",20
"BP","GO:0072028","nephron morphogenesis","11/657","77/18800",7.16638395451493e-05,0.00227206945830644,0.00202418915206474,"SIX1/PAX8/ERBB4/SOX9/TACSTD2/EYA1/BMP7/HOXB7/HNF1B/FGF8/SIX4",11
"BP","GO:1901991","negative regulation of mitotic cell cycle phase transition","18/657","183/18800",7.75700629989825e-05,0.00244083243346422,0.00217454027022078,"CHMP4C/MUC1/CENPF/TTK/CDK1/E2F7/ZWINT/BUB1/DTL/CCNB1/CDT1/MAD2L1/BUB1B/EZH2/TRIP13/GTSE1/TICRR/PLK1",18
"BP","GO:1905330","regulation of morphogenesis of an epithelium","10/657","65/18800",8.00850054703229e-05,0.0025011622977112,0.00222828821190796,"SIX1/PAX8/SOX9/TACSTD2/CXCL10/ESR1/BMP7/STOX1/HOXB7/SIX4",10
"BP","GO:0060487","lung epithelial cell differentiation","6/657","22/18800",8.22620894856324e-05,0.00253137385659832,0.00225520372258599,"GRHL2/AGR2/SPDEF/FOXJ1/FOXA1/SOX9",6
"BP","GO:0060713","labyrinthine layer morphogenesis","6/657","22/18800",8.22620894856324e-05,0.00253137385659832,0.00225520372258599,"GRHL2/FGFR2/SPINT1/ST14/BMP7/SPINT2",6
"BP","GO:0022404","molting cycle process","12/657","92/18800",8.45283849814113e-05,0.00255886478080545,0.00227969541686799,"DKK4/FGFR2/MSX2/SOX9/KRT17/EDAR/LGR5/SPINK5/DKK1/FZD6/DSG4/FOXQ1",12
"BP","GO:0022405","hair cycle process","12/657","92/18800",8.45283849814113e-05,0.00255886478080545,0.00227969541686799,"DKK4/FGFR2/MSX2/SOX9/KRT17/EDAR/LGR5/SPINK5/DKK1/FZD6/DSG4/FOXQ1",12
"BP","GO:0051225","spindle assembly","14/657","121/18800",8.49897740817102e-05,0.00255886478080545,0.00227969541686799,"NEK2/CHMP4C/MAPK15/CCNB2/KIF4A/CDC20/TPX2/MYBL2/KIFC1/KIF15/GOLGA2P5/ASPM/SPAG5/PLK1",14
"BP","GO:0001894","tissue homeostasis","23/657","272/18800",9.02739506348475e-05,0.0026949228323023,0.00240090968295661,"PIGR/TFF3/CXADR/MUC6/PROM1/HOMER2/OCLN/SOX9/ILDR1/GCNT2/IHH/MUC13/ABCA12/IL20RA/MAK/CLDN3/AZGP1/F11R/GJB6/SLC2A1/RP1/COL2A1/MUC4",23
"BP","GO:0061008","hepaticobiliary system development","15/657","137/18800",9.07966832388588e-05,0.0026949228323023,0.00240090968295661,"ONECUT1/SOX9/DNAAF1/SOX17/PTPN3/IHH/CEACAM1/UCP2/COBL/TYMS/E2F7/HNF1B/HPN/EZH2/XBP1",15
"BP","GO:0098773","skin epidermis development","12/657","93/18800",9.40206389534905e-05,0.00277096038042505,0.00246865161729624,"DKK4/FGFR2/MSX2/SOX9/KRT17/EDAR/LGR5/SPINK5/DKK1/FZD6/DSG4/FOXQ1",12
"BP","GO:0010669","epithelial structure maintenance","7/657","32/18800",9.67733723271749e-05,0.0027930797461326,0.00248835778426754,"TFF3/CXADR/MUC6/SOX9/ILDR1/MUC13/MUC4",7
"BP","GO:0060795","cell fate commitment involved in formation of primary germ layer","7/657","32/18800",9.67733723271749e-05,0.0027930797461326,0.00248835778426754,"EYA2/EYA1/SOX17/POU5F1/HNF1B/DKK1/TRIM15",7
"BP","GO:0090183","regulation of kidney development","7/657","32/18800",9.67733723271749e-05,0.0027930797461326,0.00248835778426754,"SIX1/PAX8/SOX9/TACSTD2/HOXB7/HNF1B/SIX4",7
"BP","GO:0060479","lung cell differentiation","6/657","23/18800",0.00010802413893323,0.00309644535229842,0.00275862653281545,"GRHL2/AGR2/SPDEF/FOXJ1/FOXA1/SOX9",6
"BP","GO:0007052","mitotic spindle organization","14/657","124/18800",0.000110950913080964,0.00315870456628458,0.00281409333428409,"NEK2/CHMP4C/DLGAP5/TACC2/KIF4A/TTK/NUF2/CDC20/TPX2/CCNB1/MYBL2/KIFC1/KIF15/PLK1",14
"BP","GO:0014020","primary neural tube formation","12/657","96/18800",0.000128192375665212,0.00362489927134401,0.00322942670416914,"GRHL2/OVOL2/SPINT1/ST14/BMP7/SPINT2/CELSR1/COBL/LRP2/SHROOM3/FZD6/GRHL3",12
"BP","GO:0032528","microvillus organization","6/657","24/18800",0.000139801037652718,0.00390044895051082,0.00347491421309422,"ESPN/KLF5/PODXL/RAP1GAP/PLS1/EZR",6
"BP","GO:0090103","cochlea morphogenesis","6/657","24/18800",0.000139801037652718,0.00390044895051082,0.00347491421309422,"SIX1/MYO3B/SOX9/EYA1/HPN/GRHL3",6
"BP","GO:0001658","branching involved in ureteric bud morphogenesis","9/657","57/18800",0.000147627763359719,0.00409153767987037,0.00364515536995556,"SIX1/PAX8/SOX9/TACSTD2/EYA1/HOXB7/HNF1B/FGF8/SIX4",9
"BP","GO:1901987","regulation of cell cycle phase transition","30/657","415/18800",0.000149087114198937,0.00410479982185888,0.00365697062668029,"CHMP4C/MAPK15/UBE2C/MUC1/DLGAP5/CENPF/TTK/CDK1/FAM83D/UBD/STOX1/E2F7/ZWINT/BUB1/DTL/CCNB1/CDT1/OVOL1/MAD2L1/BUB1B/RRM2/EZH2/PLCB1/TRIP13/GTSE1/ANLN/TICRR/CDC25C/KCNH5/PLK1",30
"BP","GO:0060249","anatomical structure homeostasis","25/657","319/18800",0.000152748838785651,0.0041781300020781,0.00372230056400946,"PIGR/TFF3/CXADR/MUC6/PROM1/HOMER2/OCLN/SOX9/SLC6A2/ILDR1/GCNT2/IHH/MUC13/ABCA12/IL20RA/MAK/CLDN3/AZGP1/F11R/ATP2B2/GJB6/SLC2A1/RP1/COL2A1/MUC4",25
"BP","GO:0030033","microvillus assembly","5/657","16/18800",0.000162694096584847,0.00442126489745186,0.00393890970679104,"ESPN/KLF5/PODXL/RAP1GAP/EZR",5
"BP","GO:0045165","cell fate commitment","22/657","266/18800",0.000175243996514158,0.00473158790588227,0.00421537681258505,"ONECUT1/FGFR2/SIX1/EYA2/ESRP1/SPDEF/FOXA1/ERBB4/SOX9/EYA1/SOX17/TBX20/POU5F1/IHH/HNF1B/FGF8/GSC/PAX6/DKK1/FOXN4/TRIM15/IFRD1",22
"BP","GO:0014706","striated muscle tissue development","21/657","248/18800",0.0001766341514613,0.00473855079400988,0.00422158005719248,"MSX1/FGFR2/EYA2/CXADR/MSX2/DSP/ERBB4/ERBB3/TP73/EYA1/TBX20/BMP7/CENPF/CDK1/LRP2/GJB6/FGF8/FGF20/DKK1/FGF3/FGF9",21
"BP","GO:0048565","digestive tract development","14/657","130/18800",0.000184072411359341,0.00490664357668052,0.00437133410013266,"AGR2/FGFR2/SPDEF/OVOL2/DNAAF1/SOX17/IHH/KLF5/COBL/PTK6/TYMS/CDX2/HNF1B/FGF9",14
"BP","GO:0050878","regulation of body fluid levels","28/657","382/18800",0.000195221858624663,0.00517090809078617,0.00460676764322822,"KRT16/AGR2/AQP5/ATP6V1B1/ERBB4/SLC29A2/GRHL1/SCNN1A/CLDN4/KCNN4/MYO5B/CYP4F11/CEACAM1/PLA2G4A/ABCA12/SCNN1G/TRAF3IP2/CELSR2/F11R/CD9/SFN/FZD6/SLC7A11/XBP1/TPH1/ENTPD2/GRHL3/FLG",28
"BP","GO:0060711","labyrinthine layer development","8/657","47/18800",0.000200727934749372,0.00528331073538442,0.00470690728157747,"GRHL2/FGFR2/OVOL2/SPINT1/ST14/BMP7/SPINT2/CDX2",8
"BP","GO:0010951","negative regulation of endopeptidase activity","21/657","251/18800",0.000208480417672941,0.00545306592475787,0.00485814236445762,"PI3/WFDC2/SPINT1/PZP/CST1/SLPI/SERPINB5/COL28A1/WFDC8/A2ML1/SPINT2/SPOCK1/SERPINB13/SERPINA6/SERPINA11/SPINK7/BIRC5/SPINK5/PTTG1/SFN/AMBP",21
"BP","GO:0060428","lung epithelium development","7/657","36/18800",0.0002125873099422,0.00552594964042301,0.00492307454602989,"GRHL2/AGR2/FGFR2/SPDEF/FOXJ1/FOXA1/SOX9",7
"BP","GO:0051446","positive regulation of meiotic cell cycle","6/657","26/18800",0.000225303589549232,0.00582034273002183,0.00518534966980754,"MSX1/MSX2/MAPK15/OVOL1/PLCB1/CDC25C",6
"BP","GO:0007043","cell-cell junction assembly","15/657","149/18800",0.000232642667194913,0.00597306479883873,0.00532140992705446,"GRHL2/PKP3/CLDN7/OCLN/UGT8/MARVELD2/ILDR1/CLDN4/CDHR3/CLDN3/POF1B/F11R/GJB6/CD9/PARD6B",15
"BP","GO:0001701","in utero embryonic development","28/657","387/18800",0.000241781244324259,0.00616984455790869,0.00549672122847578,"GRHL2/MSX1/FGFR2/NEK2/OVOL2/ELF3/SPINT1/ST14/SOX17/CCNB2/POU5F1/BMP7/IHH/SLC34A2/SPINT2/CAMSAP3/KRT19/ASF1B/E2F7/CDX2/CCNB1/XRCC2/GINS1/HNF1B/RRM2/HS3ST6/AMOT/RBBP8",28
"BP","GO:0045787","positive regulation of cell cycle","25/657","329/18800",0.000245696912203611,0.00623176713680068,0.00555188812137283,"MSX1/FGFR2/MSX2/FOXA1/MAPK15/UBE2C/DLGAP5/CDK1/CKS2/PTK6/FAM83D/STOX1/E2F7/DTL/CCNB1/CDT1/OVOL1/MAD2L1/FGF8/RRM2/EZH2/PLCB1/CDC25C/SPAG5/NUSAP1",25
"BP","GO:0001889","liver development","14/657","134/18800",0.000253233303600392,0.00638422515402194,0.00568771313476594,"ONECUT1/SOX9/DNAAF1/PTPN3/IHH/CEACAM1/UCP2/COBL/TYMS/E2F7/HNF1B/HPN/EZH2/XBP1",14
"BP","GO:0002934","desmosome organization","4/657","10/18800",0.000262290354166461,0.00645697136580376,0.00575252281397897,"PKP3/DSP/GRHL1/PERP",4
"BP","GO:0035878","nail development","4/657","10/18800",0.000262290354166461,0.00645697136580376,0.00575252281397897,"MSX1/MSX2/ITGB4/FZD6",4
"BP","GO:1901993","regulation of meiotic cell cycle phase transition","4/657","10/18800",0.000262290354166461,0.00645697136580376,0.00575252281397897,"MAPK15/TTK/OVOL1/CDC25C",4
"BP","GO:2001054","negative regulation of mesenchymal cell apoptotic process","4/657","10/18800",0.000262290354166461,0.00645697136580376,0.00575252281397897,"PAX8/SOX9/BMP7/HNF1B",4
